"Practice","RT","accuracy","adaptive_category","adaptive_change","adaptive_phase","alternation_detected","block","cond","condition","correct","correct_keyboard_response","correct_response","data_row_type","display_height","display_width","experiment_path","experimental_trial_count","exposure_HF","exposure_LF","exposure_Pseudo","exposure_Random","exposure_floor_reached","exposure_time_after","exposure_time_before","fixation_dur","history_HF","history_LF","history_Pseudo","history_Random","keyboard_backend","mouse_backend","outcome_history_after","outcome_history_before","response_keyboard_response","response_time_keyboard_response","response_was_timeout","scaled_font_size","step_HF","step_LF","step_Pseudo","step_Random","step_size_after","step_size_applied","step_size_before","stimulus","subject_nr","testing_trial_limit","time_Experimental","time_Practice","time_block_start","time_end_of_block_trigger","time_end_of_experiment","time_end_of_practice_block_trigger","time_experiment","time_experimental_block","time_experimental_sequence","time_feedback","time_fixation","time_fixation_duration","time_generalpreps","time_keyboard_response","time_main_instructions","time_new_block","time_new_block_trigger","time_new_sketchpad","time_practice_block","time_practice_block_trigger","time_practice_sequence_1","time_practice_start","time_presstostart","time_response_trigger","time_stimulus","time_stimulus_trigger","time_trial_sequence","title"
"No","873","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","11","1700","1900","2000","1950","0","1700","1750","461","1111","11","10","1","legacy","xpyriment","1111","1111","n","873","0","20","50","50","50","50","50","50","50","vrijheid","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","23756","23755","1773","24221","1775","3771","10031","NA","NA","NA","NA","NA","9129","25095","24220","NA","23755","LexicalDecision"
"No","502","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","12","1700","1900","2000","1900","0","1900","1950","514","1111","11","10","11","legacy","xpyriment","11","1","m","502","0","20","50","50","50","50","50","50","50","smyjpeg","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","25213","25212","1773","25729","1775","3771","10031","NA","NA","NA","NA","NA","9129","26232","25729","NA","25212","LexicalDecision"
"No","464","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","13","1650","1900","2000","1900","0","1650","1700","583","1111","11","10","11","legacy","xpyriment","1111","1111","n","464","0","20","50","50","50","50","50","50","50","arbeid","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","26351","26350","1773","26936","1775","3771","10031","NA","NA","NA","NA","NA","9129","27400","26936","NA","26350","LexicalDecision"
"No","438","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","14","1600","1900","2000","1900","0","1600","1650","579","1111","11","10","11","legacy","xpyriment","1111","1111","n","438","0","20","50","50","50","50","50","50","50","probeer","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","27517","27516","1773","28099","1775","3771","10031","NA","NA","NA","NA","NA","9129","28538","28099","NA","27516","LexicalDecision"
"No","554","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","15","1550","1900","2000","1900","0","1550","1600","457","1111","11","10","11","legacy","xpyriment","1111","1111","n","554","0","20","50","50","50","50","50","50","50","hoogte","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","28657","28656","1773","29117","1775","3771","10031","NA","NA","NA","NA","NA","9129","29672","29117","NA","28656","LexicalDecision"
"No","483","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","16","1550","1900","2000","1850","0","1850","1900","560","1111","11","10","111","legacy","xpyriment","111","11","m","483","0","20","50","50","50","50","50","50","50","fnstiet","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","29790","29789","1773","30353","1775","3771","10031","NA","NA","NA","NA","NA","9129","30837","30353","NA","29789","LexicalDecision"
"No","823","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","17","1550","1900","2000","1800","0","1800","1850","499","1111","11","10","1111","legacy","xpyriment","1111","111","m","823","0","20","50","50","50","50","50","50","50","jansara","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","30952","30951","1773","31454","1775","3771","10031","NA","NA","NA","NA","NA","9129","32278","31454","NA","30951","LexicalDecision"
"No","479","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","18","1550","1850","2000","1800","0","1850","1900","443","1111","111","10","1111","legacy","xpyriment","111","11","n","479","0","20","50","50","50","50","50","50","50","rolkraag","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","32394","32393","1773","32839","1775","3771","10031","NA","NA","NA","NA","NA","9129","33319","32839","NA","32393","LexicalDecision"
"No","683","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","19","1550","1850","1950","1800","0","1950","2000","557","1111","111","101","1111","legacy","xpyriment","101","10","m","683","0","20","50","50","50","50","50","50","50","oken","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","33437","33436","1773","33998","1775","3771","10031","NA","NA","NA","NA","NA","9129","34682","33998","NA","33435","LexicalDecision"
"No","452","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","20","1550","1800","1950","1800","0","1800","1850","426","1111","1111","101","1111","legacy","xpyriment","1111","111","n","452","0","20","50","50","50","50","50","50","50","lentes","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","34801","34800","1773","35230","1775","3771","10031","NA","NA","NA","NA","NA","9129","35682","35230","NA","34800","LexicalDecision"
"No","484","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","21","1500","1800","1950","1800","0","1500","1550","575","1111","1111","101","1111","legacy","xpyriment","1111","1111","n","484","0","20","50","50","50","50","50","50","50","gaven","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","35834","35833","1773","36413","1775","3771","10031","NA","NA","NA","NA","NA","9129","36898","36413","NA","35832","LexicalDecision"
"No","435","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","22","1500","1800","1950","1750","0","1750","1800","519","1111","1111","101","1111","legacy","xpyriment","1111","1111","m","435","0","20","50","50","50","50","50","50","50","nacsk","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","37015","37014","1773","37537","1775","3771","10031","NA","NA","NA","NA","NA","9129","37973","37537","NA","37013","LexicalDecision"
"No","538","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","23","1500","1800","1950","1700","0","1700","1750","417","1111","1111","101","1111","legacy","xpyriment","1111","1111","m","538","0","20","50","50","50","50","50","50","50","nagjabil","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","38090","38089","1773","38509","1775","3771","10031","NA","NA","NA","NA","NA","9129","39048","38509","NA","38089","LexicalDecision"
"No","824","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","24","1500","1800","1900","1700","0","1900","1950","446","1111","1111","1011","1111","legacy","xpyriment","1011","101","m","824","0","20","50","50","50","50","50","50","50","kenk","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","39165","39164","1773","39615","1775","3771","10031","NA","NA","NA","NA","NA","9129","40440","39614","NA","39164","LexicalDecision"
"No","533","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","25","1500","1750","1900","1700","0","1750","1800","578","1111","1111","1011","1111","legacy","xpyriment","1111","1111","n","533","0","20","50","50","50","50","50","50","50","bever","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","40559","40558","1773","41140","1775","3771","10031","NA","NA","NA","NA","NA","9129","41674","41140","NA","40557","LexicalDecision"
"No","495","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","26","1500","1750","1900","1650","0","1650","1700","407","1111","1111","1011","1111","legacy","xpyriment","1111","1111","m","495","0","20","50","50","50","50","50","50","50","ookljef","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","41791","41790","1773","42200","1775","3771","10031","NA","NA","NA","NA","NA","9129","42696","42200","NA","41790","LexicalDecision"
"No","416","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","27","1450","1750","1900","1650","0","1450","1500","516","1111","1111","1011","1111","legacy","xpyriment","1111","1111","n","416","0","20","50","50","50","50","50","50","50","speelde","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","21616","42814","42813","1773","43335","1775","3771","10031","NA","NA","NA","NA","NA","9129","43752","43334","NA","42813","LexicalDecision"
"No","523","0","Pseudo","50","experimental","0","1","Pseudo","3","0","0","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","28","1450","1750","1950","1650","0","1950","1900","587","1111","1111","110","1111","legacy","xpyriment","0110","1011","n","523","0","20","50","50","50","50","50","50","50","leeding","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","43869","43868","1773","44458","1775","3771","10031","NA","NA","NA","NA","NA","9129","44982","44457","NA","43868","LexicalDecision"
"No","768","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","29","1450","1700","1950","1650","0","1700","1750","499","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","768","0","20","50","50","50","50","50","50","50","hockey","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","47157","47156","1773","47658","1775","3771","10031","NA","NA","NA","NA","NA","9129","48426","47658","NA","47156","LexicalDecision"
"No","592","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","30","1450","1650","1950","1650","0","1650","1700","415","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","592","0","20","50","50","50","50","50","50","50","rondes","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","48544","48543","1773","48961","1775","3771","10031","NA","NA","NA","NA","NA","9129","49554","48961","NA","48543","LexicalDecision"
"No","576","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","31","1400","1650","1950","1650","0","1400","1450","503","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","576","0","20","50","50","50","50","50","50","50","beleefd","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","49669","49668","1773","50175","1775","3771","10031","NA","NA","NA","NA","NA","9129","50752","50175","NA","49668","LexicalDecision"
"No","571","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","32","1350","1650","1950","1650","0","1350","1400","401","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","571","0","20","50","50","50","50","50","50","50","doden","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","50869","50868","1773","51273","1775","3771","10031","NA","NA","NA","NA","NA","9129","51844","51272","NA","50868","LexicalDecision"
"No","537","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","33","1300","1650","1950","1650","0","1300","1350","523","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","537","0","20","50","50","50","50","50","50","50","daarom","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","51964","51963","1773","52489","1775","3771","10031","NA","NA","NA","NA","NA","9129","53026","52488","NA","51962","LexicalDecision"
"No","686","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","34","1300","1650","1900","1650","0","1900","1950","411","1111","1111","1101","1111","legacy","xpyriment","1101","110","m","686","0","20","50","50","50","50","50","50","50","scheben","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","53142","53141","1773","53556","1775","3771","10031","NA","NA","NA","NA","NA","9129","54242","53556","NA","53141","LexicalDecision"
"No","650","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","35","1300","1600","1900","1650","0","1600","1650","518","1111","1111","1101","1111","legacy","xpyriment","1111","1111","n","650","0","20","50","50","50","50","50","50","50","wijntjes","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","54361","54360","1773","54883","1775","3771","10031","NA","NA","NA","NA","NA","9129","55534","54883","NA","54360","LexicalDecision"
"No","673","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","36","1300","1600","1850","1650","0","1850","1900","432","1111","1111","1011","1111","legacy","xpyriment","1011","1101","m","673","0","20","50","50","50","50","50","50","50","geemt","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","55650","55649","1773","56086","1775","3771","10031","NA","NA","NA","NA","NA","9129","56759","56085","NA","55649","LexicalDecision"
"No","466","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","37","1300","1550","1850","1650","0","1550","1600","510","1111","1111","1011","1111","legacy","xpyriment","1111","1111","n","466","0","20","50","50","50","50","50","50","50","games","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","45011","56876","56875","1773","57389","1775","3771","10031","NA","NA","NA","NA","NA","9129","57856","57389","NA","56875","LexicalDecision"
"No","456","0","Pseudo","50","experimental","0","1","Pseudo","3","0","0","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","38","1300","1550","1900","1650","0","1900","1850","506","1111","1111","110","1111","legacy","xpyriment","0110","1011","n","456","0","20","50","50","50","50","50","50","50","geleigd","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","57975","57974","1773","58485","1775","3771","10031","NA","NA","NA","NA","NA","9129","58942","58484","NA","57974","LexicalDecision"
"No","505","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","39","1300","1500","1900","1650","0","1500","1550","457","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","505","0","20","50","50","50","50","50","50","50","soepkom","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","61112","61111","1773","61572","1775","3771","10031","NA","NA","NA","NA","NA","9129","62078","61572","NA","61111","LexicalDecision"
"No","579","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","40","1250","1500","1900","1650","0","1250","1300","410","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","579","0","20","50","50","50","50","50","50","50","vrede","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","62195","62194","1773","62608","1775","3771","10031","NA","NA","NA","NA","NA","9129","63188","62608","NA","62194","LexicalDecision"
"No","571","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","41","1250","1450","1900","1650","0","1450","1500","457","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","571","0","20","50","50","50","50","50","50","50","plasjes","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","63303","63302","1773","63766","1775","3771","10031","NA","NA","NA","NA","NA","9129","64339","63765","NA","63302","LexicalDecision"
"No","471","1","Random","-50","experimental","0","1","Random","4","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","42","1250","1450","1900","1600","0","1600","1650","543","1111","1111","110","1111","legacy","xpyriment","1111","1111","m","471","0","20","50","50","50","50","50","50","50","sassjeu","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","64456","64455","1773","65002","1775","3771","10031","NA","NA","NA","NA","NA","9129","65474","65002","NA","64455","LexicalDecision"
"No","461","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","43","1200","1450","1900","1600","0","1200","1250","578","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","461","0","20","50","50","50","50","50","50","50","neus","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","65589","65588","1773","66171","1775","3771","10031","NA","NA","NA","NA","NA","9129","66633","66171","NA","65588","LexicalDecision"
"No","776","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","44","1200","1400","1900","1600","0","1400","1450","573","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","776","0","20","50","50","50","50","50","50","50","balsems","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","66751","66750","1773","67326","1775","3771","10031","NA","NA","NA","NA","NA","9129","68103","67326","NA","66750","LexicalDecision"
"No","543","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","45","1200","1350","1900","1600","0","1350","1400","504","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","543","0","20","50","50","50","50","50","50","50","spiertje","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","68220","68219","1773","68728","1775","3771","10031","NA","NA","NA","NA","NA","9129","69272","68728","NA","68219","LexicalDecision"
"No","530","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","46","1200","1300","1900","1600","0","1300","1350","428","1111","1111","110","1111","legacy","xpyriment","1111","1111","n","530","0","20","50","50","50","50","50","50","50","zombie","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","69387","69386","1773","69818","1775","3771","10031","NA","NA","NA","NA","NA","9129","70349","69818","NA","69386","LexicalDecision"
"No","607","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","47","1200","1300","1850","1600","0","1850","1900","522","1111","1111","1101","1111","legacy","xpyriment","1101","110","m","607","0","20","50","50","50","50","50","50","50","kijn","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","70465","70464","1773","70990","1775","3771","10031","NA","NA","NA","NA","NA","9129","71598","70990","NA","70463","LexicalDecision"
"No","581","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","48","1200","1250","1850","1600","0","1250","1300","416","1111","1111","1101","1111","legacy","xpyriment","1111","1111","n","581","0","20","50","50","50","50","50","50","50","buizerds","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","71715","71714","1773","72135","1775","3771","10031","NA","NA","NA","NA","NA","9129","72717","72135","NA","71714","LexicalDecision"
"No","445","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","49","1150","1250","1850","1600","0","1150","1200","507","1111","1111","1101","1111","legacy","xpyriment","1111","1111","n","445","0","20","50","50","50","50","50","50","50","centraal","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","72834","72833","1773","73344","1775","3771","10031","NA","NA","NA","NA","NA","9129","73790","73344","NA","72833","LexicalDecision"
"No","584","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","50","1100","1250","1850","1600","0","1100","1150","564","1111","1111","1101","1111","legacy","xpyriment","1111","1111","n","584","0","20","50","50","50","50","50","50","50","woedend","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","73905","73904","1773","74473","1775","3771","10031","NA","NA","NA","NA","NA","9129","75058","74472","NA","73904","LexicalDecision"
"No","487","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","51","1050","1250","1850","1600","0","1050","1100","583","1111","1111","1101","1111","legacy","xpyriment","1111","1111","n","487","0","20","50","50","50","50","50","50","50","verteld","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","75174","75173","1773","75761","1775","3771","10031","NA","NA","NA","NA","NA","9129","76249","75761","NA","75173","LexicalDecision"
"No","578","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","52","1000","1250","1850","1600","0","1000","1050","590","1111","1111","1101","1111","legacy","xpyriment","1111","1111","n","578","0","20","50","50","50","50","50","50","50","kenden","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","76365","76364","1773","76958","1775","3771","10031","NA","NA","NA","NA","NA","9129","77536","76958","NA","76364","LexicalDecision"
"No","442","1","HF","-50","experimental","0","1","HF","1","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","53","950","1250","1850","1600","0","950","1000","543","1111","1111","1101","1111","legacy","xpyriment","1111","1111","n","442","0","20","50","50","50","50","50","50","50","advies","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","77653","77652","1773","78199","1775","3771","10031","NA","NA","NA","NA","NA","9129","78642","78199","NA","77652","LexicalDecision"
"No","779","1","Pseudo","-50","experimental","0","1","Pseudo","3","1","1","m","trial","1080","1920","/Users/justina/Downloads/lexical_decision","54","950","1250","1800","1600","0","1800","1850","397","1111","1111","1011","1111","legacy","xpyriment","1011","1101","m","779","0","20","50","50","50","50","50","50","50","verneeld","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","78757","78757","1773","79157","1775","3771","10031","NA","NA","NA","NA","NA","9129","79937","79157","NA","78756","LexicalDecision"
"No","491","1","LF","-50","experimental","0","1","LF","2","1","1","n","trial","1080","1920","/Users/justina/Downloads/lexical_decision","55","950","1200","1800","1600","0","1200","1250","415","1111","1111","1011","1111","legacy","xpyriment","1111","1111","n","491","0","20","50","50","50","50","50","50","50","wormpjes","10","200","3682","NA","3773","NA","NA","NA","1711","10031","3771","58971","80055","80054","1773","80474","1775","3771","10031","NA","NA","NA","NA","NA","9129","80966","80473","NA","80054","LexicalDecision"
